,Short RDate FY,Utility Type,Bname,Fiscal Year,bldg sqft,MTCO2,kg CO2 / sq ft
,FY 06,Electric,INDOOR TRACK BUILDING,2006,68102,11.55819185,0.170
,FY 06,Electric,HARTWIG MARIE DOROTHY ADMINISTRATION BUILDING,2006,14149,15.71499448,1.111
,FY 06,Electric,TISCH PRESTON ROBERT TENNIS BLDG,2006,88863,45.68359328,0.514
,FY 06,Electric,CANHAM DONALD B NATATORIUM,2006,77721,107.7555195,1.386
,FY 06,Electric,WEIDENBACH JOHN P HALL,2006,23223,17.14551509,0.738
,FY 06,Electric,SCHEMBECHLER GLENN E HALL,2006,69698,21.14471166,0.303
,FY 06,Electric,SCHEMBECHLER GLENN E HALL,2006,69698,42.29576737,0.607
,FY 06,Electric,CRISLER ARENA,2006,386320,91.61033227,0.237
,FY 06,Electric,CRISLER ARENA,2006,386320,0,0.000
,FY 06,Electric,OOSTERBAAN BENNIE FIELD HOUSE,2006,76247,15.96378067,0.209
,FY 06,Electric,ATH CREW BOATHOUSE FACILITY,2006,7454,0.03029416,0.004
,FY 06,Electric,ATH CREW BOATHOUSE FACILITY,2006,7454,1.415494626,0.190
,FY 06,Electric,ATH CREW BOATHOUSE FACILITY,2006,7454,-1.415494626,-0.190
,FY 06,Electric,FISHER RAY BASEBALL STADIUM,2006,11556,4.561080192,0.395
,FY 06,Electric,RADRICK FARMS GOLF CLUBHOUSE,2006,10715,3.258136908,0.304
,FY 06,Electric,RADRICK FARMS GOLF CLUBHOUSE,2006,10715,8.96707136,0.837
,FY 06,Electric,RADRICK FARMS CARETAKERS HOUSE,2006,2874,6.309516174,2.195
,FY 15,Electric,HARTWIG MARIE DOROTHY ADMINISTRATION BUILDING,2015,14550,4.612550556,0.317
,FY 15,Electric,SHEPHERD WOMENS GYMNASTIC,2015,22837,19.31033024,0.846
,FY 15,Electric,BAHNA WRESTLING  CENTER,2015,22072,18.55873056,0.841
,FY 15,Electric,FISHER RAY BASEBALL STADIUM,2015,30167,17.76435258,0.589
,FY 15,Electric,CANHAM DONALD B NATATORIUM,2015,77639,84.97719458,1.095
,FY 15,Electric,ROSS STEPHEN M ACADEMIC CENTER,2015,45356,25.54154888,0.563
,FY 15,Electric,OOSTERBAAN BENNIE FIELD HOUSE,2015,78278,29.82133535,0.381
,FY 15,Electric,ATH CREW BOATHOUSE FACILITY,2015,7454,1.975839928,0.265
,FY 15,Electric,RADRICK FARMS GOLF CLUBHOUSE,2015,10715,0.012285764,0.001
,FY 15,Electric,RADRICK FARMS GOLF CLUBHOUSE,2015,10715,7.361340712,0.687
,FY 15,Electric,RADRICK FARMS CARETAKERS HOUSE,2015,2874,5.60808992,1.951
,FY 15,Electric,RADRICK FARMS CARETAKERS HOUSE,2015,2874,0.61067474,0.212
,FY 15,Electric,KEEN CLIFFORD P ARENA,2015,38816,15.87022213,0.409
,FY 15,Electric,ALUMNI FIELD,2015,12209,4.016877437,0.329
,FY 15,Electric,GLICK AL FIELD HOUSE,2015,105709,43.30039772,0.410
,FY 15,Electric,SCHEMBECHLER GLENN E HALL,2015,85526,17.45397598,0.204
,FY 15,Electric,SCHEMBECHLER GLENN E HALL,2015,85526,34.91318473,0.408
,FY 15,Electric,TISCH PRESTON ROBERT TENNIS BLDG,2015,88863,44.05530432,0.496
,FY 15,Electric,MICHIGAN STADIUM COMPLEX,2015,570265,301.8881528,0.529
,FY 15,Electric,FIELD HOCKEY COMPLEX,2015,14683,18.5009152,1.260
,FY 15,Electric,CRISLER ARENA,2015,264041,121.9224756,0.462
,FY 15,Electric,CRISLER ARENA,2015,264041,2.890768,0.011
,FY 15,Electric,INTERCOLLEGIATE SOCCER STADIUM,2015,17382,11.563072,0.665
,FY 15,Electric,INDOOR TRACK BUILDING,2015,69183,14.98031105,0.217
,FY 15,Electric,WEIDENBACH JOHN P HALL,2015,23232,12.06460332,0.519
,FY 12,Electric,ATH CREW BOATHOUSE FACILITY,2012,7454,0.086920704,0.012
,FY 12,Electric,ATH CREW BOATHOUSE FACILITY,2012,7454,1.858765824,0.249
,FY 12,Electric,KEEN CLIFFORD P ARENA,2012,38816,5.264637872,0.136
,FY 12,Electric,OOSTERBAAN BENNIE FIELD HOUSE,2012,78402,31.39342156,0.400
,FY 12,Electric,CRISLER ARENA,2012,201311,91.65464184,0.455
,FY 12,Electric,BAHNA WRESTLING  CENTER,2012,22072,27.75519232,1.257
,FY 12,Electric,MICHIGAN STADIUM COMPLEX,2012,153630,273.5003108,1.780
,FY 12,Electric,SCHEMBECHLER GLENN E HALL,2012,77187,15.93403017,0.206
,FY 12,Electric,SCHEMBECHLER GLENN E HALL,2012,77187,31.87284412,0.413
,FY 12,Electric,HARTWIG MARIE DOROTHY ADMINISTRATION BUILDING,2012,14550,7.100966676,0.488
,FY 12,Electric,WEIDENBACH JOHN P HALL,2012,23223,6.910688506,0.298
,FY 12,Electric,FISHER RAY BASEBALL STADIUM,2012,30167,20.53311958,0.681
,FY 12,Electric,RADRICK FARMS GOLF CLUBHOUSE,2012,10715,0,0.000
,FY 12,Electric,RADRICK FARMS GOLF CLUBHOUSE,2012,10715,5.323707392,0.497
,FY 12,Electric,GLICK AL FIELD HOUSE,2012,105709,64.49150437,0.610
,FY 12,Electric,INTERCOLLEGIATE SOCCER STADIUM,2012,17382,5.23010048,0.301
,FY 12,Electric,RADRICK FARMS CARETAKERS HOUSE,2012,2874,2.235422208,0.778
,FY 12,Electric,INDOOR TRACK BUILDING,2012,69183,18.91967627,0.273
,FY 12,Electric,SHEPHERD WOMENS GYMNASTIC,2012,22837,10.46020096,0.458
,FY 12,Electric,TISCH PRESTON ROBERT TENNIS BLDG,2012,88863,75.59872512,0.851
,FY 12,Electric,ROSS STEPHEN M ACADEMIC CENTER,2012,45356,19.35925599,0.427
,FY 12,Electric,CANHAM DONALD B NATATORIUM,2012,77639,60.38999857,0.778
,FY 21,Electric,ROSS STEPHEN M ACADEMIC CENTER,2021,45356,18.75395252,0.413
,FY 21,Electric,CANHAM DONALD B NATATORIUM,2021,77639,52.98011353,0.682
,FY 21,Electric,ATH CREW BOATHOUSE FACILITY,2021,7454,1.499164,0.201
,FY 21,Electric,SHEPHERD WOMENS GYMNASTIC,2021,22837,11.23456,0.492
,FY 21,Electric,OOSTERBAAN BENNIE FIELD HOUSE,2021,89001,16.51221804,0.186
,FY 21,Electric,RADRICK FARMS GOLF CLUBHOUSE,2021,10725,6.828244,0.637
,FY 21,Electric,INDOOR TRACK BUILDING,2021,69183,4.947053049,0.072
,FY 21,Electric,RADRICK FARMS CARETAKERS HOUSE,2021,2874,1.016036,0.354
,FY 21,Electric,RADRICK FARMS CARETAKERS HOUSE,2021,2874,5.82688,2.027
,FY 21,Electric,FISHER RAY BASEBALL STADIUM,2021,30275,8.686990655,0.287
,FY 21,Electric,BAHNA WRESTLING  CENTER,2021,22072,10.48,0.475
,FY 21,Electric,WEIDENBACH JOHN P HALL,2021,23229,6.088763607,0.262
,FY 21,Electric,HARTWIG MARIE DOROTHY ADMINISTRATION BUILDING,2021,14649,1.962505935,0.134
,FY 21,Electric,SCHEMBECHLER GLENN E HALL,2021,90891,24.82502087,0.273
,FY 21,Electric,SCHEMBECHLER GLENN E HALL,2021,90891,49.65748784,0.546
,FY 21,Electric,CRISLER ARENA,2021,265276,101.0807351,0.381
,FY 21,Electric,CRISLER ARENA,2021,265276,1.63488,0.006
,FY 21,Electric,TISCH PRESTON ROBERT TENNIS BLDG,2021,89026,9.6416,0.108
,FY 21,Electric,FIELD HOCKEY COMPLEX,2021,14683,8.13248,0.554
,FY 21,Electric,MICHIGAN STADIUM COMPLEX,2021,570378,1.632965935,0.003
,FY 21,Electric,MICHIGAN STADIUM COMPLEX,2021,570378,3.371585915,0.006
,FY 21,Electric,MICHIGAN STADIUM COMPLEX,2021,570378,6.877575276,0.012
,FY 21,Electric,MICHIGAN STADIUM COMPLEX,2021,570378,1.910397647,0.003
,FY 21,Electric,MICHIGAN STADIUM COMPLEX,2021,570378,-3.371585915,-0.006
,FY 21,Electric,MICHIGAN STADIUM COMPLEX,2021,570378,-1.910397647,-0.003
,FY 21,Electric,MICHIGAN STADIUM COMPLEX,2021,570378,-6.877575276,-0.012
,FY 21,Electric,MICHIGAN STADIUM COMPLEX,2021,570378,156.8362438,0.275
,FY 21,Electric,MICHIGAN STADIUM COMPLEX,2021,570378,-1.632965935,-0.003
,FY 21,Electric,KEEN CLIFFORD P ARENA,2021,37261,9.00143722,0.242
,FY 21,Electric,ALUMNI FIELD,2021,12209,2.128893089,0.174
,FY 21,Electric,INTERCOLLEGIATE SOCCER STADIUM,2021,17382,5.36576,0.309
,FY 21,Electric,GLICK AL FIELD HOUSE,2021,107253,40.03318049,0.373
,FY 13,Electric,WEIDENBACH JOHN P HALL,2013,23232,8.006025723,0.345
,FY 13,Electric,SCHEMBECHLER GLENN E HALL,2013,77187,25.24659608,0.327
,FY 13,Electric,SCHEMBECHLER GLENN E HALL,2013,77187,-10.60491983,-0.137
,FY 13,Electric,SCHEMBECHLER GLENN E HALL,2013,77187,50.50075857,0.654
,FY 13,Electric,SCHEMBECHLER GLENN E HALL,2013,77187,-21.21302302,-0.275
,FY 13,Electric,TISCH PRESTON ROBERT TENNIS BLDG,2013,88863,66.88106496,0.753
,FY 13,Electric,INTERCOLLEGIATE SOCCER STADIUM,2013,17382,6.8884992,0.396
,FY 13,Electric,GLICK AL FIELD HOUSE,2013,105709,55.6580121,0.527
,FY 13,Electric,KEEN CLIFFORD P ARENA,2013,38816,13.73432955,0.354
,FY 13,Electric,ALUMNI FIELD,2013,12461,11.00270909,0.883
,FY 13,Electric,SHEPHERD WOMENS GYMNASTIC,2013,22837,12.02356224,0.526
,FY 13,Electric,BAHNA WRESTLING  CENTER,2013,22072,23.60876544,1.070
,FY 13,Electric,CANHAM DONALD B NATATORIUM,2013,77639,61.25638313,0.789
,FY 13,Electric,ROSS STEPHEN M ACADEMIC CENTER,2013,45356,19.48732061,0.430
,FY 13,Electric,ATH CREW BOATHOUSE FACILITY,2013,7454,1.748739456,0.235
,FY 13,Electric,FISHER RAY BASEBALL STADIUM,2013,30167,26.72111242,0.886
,FY 13,Electric,CRISLER ARENA,2013,201311,116.5059731,0.579
,FY 13,Electric,CRISLER ARENA,2013,201311,2.8180224,0.014
,FY 13,Electric,HARTWIG MARIE DOROTHY ADMINISTRATION BUILDING,2013,14550,4.658090703,0.320
,FY 13,Electric,OOSTERBAAN BENNIE FIELD HOUSE,2013,78402,31.81794286,0.406
,FY 13,Electric,RADRICK FARMS GOLF CLUBHOUSE,2013,10715,0,0.000
,FY 13,Electric,RADRICK FARMS GOLF CLUBHOUSE,2013,10715,6.173817408,0.576
,FY 13,Electric,RADRICK FARMS CARETAKERS HOUSE,2013,2874,1.75343616,0.610
,FY 13,Electric,RADRICK FARMS CARETAKERS HOUSE,2013,2874,0.976914432,0.340
,FY 13,Electric,INDOOR TRACK BUILDING,2013,69183,23.33766243,0.337
,FY 13,Electric,MICHIGAN STADIUM COMPLEX,2013,153630,354.8715837,2.310
,FY 22,Electric,TISCH PRESTON ROBERT TENNIS BLDG,2022,89026,22.90576,0.257
,FY 22,Electric,HARTWIG MARIE DOROTHY ADMINISTRATION BUILDING,2022,14649,3.129626008,0.214
,FY 22,Electric,FIELD HOCKEY COMPLEX,2022,14683,7.09216,0.483
,FY 22,Electric,WEIDENBACH JOHN P HALL,2022,23229,4.740033382,0.204
,FY 22,Electric,RADRICK FARMS GOLF CLUBHOUSE,2022,10725,4.859088,0.453
,FY 22,Electric,RADRICK FARMS CARETAKERS HOUSE,2022,2874,1.77304,0.617
,FY 22,Electric,RADRICK FARMS CARETAKERS HOUSE,2022,2874,0.548684,0.191
,FY 22,Electric,SCHEMBECHLER GLENN E HALL,2022,90891,12.63407864,0.139
,FY 22,Electric,SCHEMBECHLER GLENN E HALL,2022,90891,25.27194018,0.278
,FY 22,Electric,GLICK AL FIELD HOUSE,2022,107253,39.4284433,0.368
,FY 22,Electric,FISHER RAY BASEBALL STADIUM,2022,30275,16.42109708,0.542
,FY 22,Electric,INTERCOLLEGIATE SOCCER STADIUM,2022,17382,9.39232,0.540
,FY 22,Electric,ALUMNI FIELD,2022,12209,7.211746889,0.591
,FY 22,Electric,KEEN CLIFFORD P ARENA,2022,37261,10.16896919,0.273
,FY 22,Electric,INDOOR TRACK BUILDING,2022,69183,9.568405854,0.138
,FY 22,Electric,MICHIGAN STADIUM COMPLEX,2022,570378,2.836468462,0.005
,FY 22,Electric,MICHIGAN STADIUM COMPLEX,2022,570378,1.786729349,0.003
,FY 22,Electric,MICHIGAN STADIUM COMPLEX,2022,570378,5.953627259,0.010
,FY 22,Electric,MICHIGAN STADIUM COMPLEX,2022,570378,-1.620737348,-0.003
,FY 22,Electric,MICHIGAN STADIUM COMPLEX,2022,570378,354.2974587,0.621
,FY 22,Electric,MICHIGAN STADIUM COMPLEX,2022,570378,-1.786729349,-0.003
,FY 22,Electric,MICHIGAN STADIUM COMPLEX,2022,570378,1.620737348,0.003
,FY 22,Electric,MICHIGAN STADIUM COMPLEX,2022,570378,-2.836468462,-0.005
,FY 22,Electric,MICHIGAN STADIUM COMPLEX,2022,570378,-5.953627259,-0.010
,FY 22,Electric,CRISLER ARENA,2022,265276,2.718564272,0.010
,FY 22,Electric,CRISLER ARENA,2022,265276,96.86630629,0.365
,FY 22,Electric,CRISLER ARENA,2022,265276,2.53976,0.010
,FY 22,Electric,ROSS STEPHEN M ACADEMIC CENTER,2022,45356,12.42589047,0.274
,FY 22,Electric,CANHAM DONALD B NATATORIUM,2022,77639,39.88901767,0.514
,FY 22,Electric,BAHNA WRESTLING  CENTER,2022,22072,12.26752,0.556
,FY 22,Electric,OOSTERBAAN BENNIE FIELD HOUSE,2022,89001,24.35950423,0.274
,FY 22,Electric,ATH CREW BOATHOUSE FACILITY,2022,7454,2.533171,0.340
,FY 22,Electric,SHEPHERD WOMENS GYMNASTIC,2022,22837,9.29648,0.407
,FY 09,Electric,WEIDENBACH JOHN P HALL,2009,23223,15.58734056,0.671
,FY 09,Electric,TISCH PRESTON ROBERT TENNIS BLDG,2009,88863,53.38110976,0.601
,FY 09,Electric,SHEPHERD WOMENS GYMNASTIC,2009,22837,12.49842176,0.547
,FY 09,Electric,ROSS STEPHEN M ACADEMIC CENTER,2009,45356,45.29660674,0.999
,FY 09,Electric,CANHAM DONALD B NATATORIUM,2009,77721,123.9510638,1.595
,FY 09,Electric,KEEN CLIFFORD P ARENA,2009,38816,9.304221756,0.240
,FY 09,Electric,ATH CREW BOATHOUSE FACILITY,2009,7454,2.67197568,0.358
,FY 09,Electric,FISHER RAY BASEBALL STADIUM,2009,11556,13.01594165,1.126
,FY 09,Electric,RADRICK FARMS GOLF CLUBHOUSE,2009,10715,1.767446208,0.165
,FY 09,Electric,RADRICK FARMS GOLF CLUBHOUSE,2009,10715,9.69503744,0.905
,FY 09,Electric,CRISLER ARENA,2009,377760,112.2044838,0.297
,FY 09,Electric,CRISLER ARENA,2009,377760,0,0.000
,FY 09,Electric,HARTWIG MARIE DOROTHY ADMINISTRATION BUILDING,2009,14149,5.715450508,0.404
,FY 09,Electric,RADRICK FARMS CARETAKERS HOUSE,2009,2874,5.62501984,1.957
,FY 09,Electric,MICHIGAN STADIUM COMPLEX,2009,153630,21.28285345,0.139
,FY 09,Electric,MICHIGAN STADIUM COMPLEX,2009,153630,46.4310528,0.302
,FY 09,Electric,INDOOR TRACK BUILDING,2009,68102,16.11070303,0.237
,FY 09,Electric,OOSTERBAAN BENNIE FIELD HOUSE,2009,76247,20.38067623,0.267
,FY 09,Electric,SCHEMBECHLER GLENN E HALL,2009,69711,23.25822834,0.334
,FY 09,Electric,SCHEMBECHLER GLENN E HALL,2009,69711,46.52343484,0.667
,FY 18,Electric,MICHIGAN STADIUM COMPLEX,2018,570377,1.61753951,0.003
,FY 18,Electric,MICHIGAN STADIUM COMPLEX,2018,570377,2.148978499,0.004
,FY 18,Electric,MICHIGAN STADIUM COMPLEX,2018,570377,4.310014857,0.008
,FY 18,Electric,MICHIGAN STADIUM COMPLEX,2018,570377,18.59723849,0.033
,FY 18,Electric,MICHIGAN STADIUM COMPLEX,2018,570377,-2.148978499,-0.004
,FY 18,Electric,MICHIGAN STADIUM COMPLEX,2018,570377,314.9919272,0.552
,FY 18,Electric,MICHIGAN STADIUM COMPLEX,2018,570377,29.84498839,0.052
,FY 18,Electric,MICHIGAN STADIUM COMPLEX,2018,570377,-1.61753951,-0.003
,FY 18,Electric,MICHIGAN STADIUM COMPLEX,2018,570377,-5.816800696,-0.010
,FY 18,Electric,MICHIGAN STADIUM COMPLEX,2018,570377,5.816800696,0.010
,FY 18,Electric,MICHIGAN STADIUM COMPLEX,2018,570377,-4.310014857,-0.008
,FY 18,Electric,INDOOR TRACK BUILDING,2018,69183,21.55007429,0.311
,FY 18,Electric,OOSTERBAAN BENNIE FIELD HOUSE,2018,78278,23.99737316,0.307
,FY 18,Electric,TISCH PRESTON ROBERT TENNIS BLDG,2018,89026,54.64592,0.614
,FY 18,Electric,ALUMNI FIELD,2018,12209,8.846449519,0.725
,FY 18,Electric,KEEN CLIFFORD P ARENA,2018,37261,15.39476035,0.413
,FY 18,Electric,GLICK AL FIELD HOUSE,2018,105709,73.06080309,0.691
,FY 18,Electric,RADRICK FARMS GOLF CLUBHOUSE,2018,10725,0.010185,0.001
,FY 18,Electric,RADRICK FARMS GOLF CLUBHOUSE,2018,10725,5.88014,0.548
,FY 18,Electric,RADRICK FARMS CARETAKERS HOUSE,2018,2874,0.967575,0.337
,FY 18,Electric,RADRICK FARMS CARETAKERS HOUSE,2018,2874,3.09624,1.077
,FY 18,Electric,SCHEMBECHLER GLENN E HALL,2018,85526,-7.998326484,-0.094
,FY 18,Electric,SCHEMBECHLER GLENN E HALL,2018,85526,-2.948521759,-0.034
,FY 18,Electric,SCHEMBECHLER GLENN E HALL,2018,85526,29.65296921,0.347
,FY 18,Electric,SCHEMBECHLER GLENN E HALL,2018,85526,-5.897927761,-0.069
,FY 18,Electric,SCHEMBECHLER GLENN E HALL,2018,85526,59.31482997,0.694
,FY 18,Electric,SCHEMBECHLER GLENN E HALL,2018,85526,-15.99904668,-0.187
,FY 18,Electric,FISHER RAY BASEBALL STADIUM,2018,30167,29.16751532,0.967
,FY 18,Electric,CRISLER ARENA,2018,264041,121.091723,0.459
,FY 18,Electric,CRISLER ARENA,2018,264041,2.33576,0.009
,FY 18,Electric,FIELD HOCKEY COMPLEX,2018,14683,15.86144,1.080
,FY 18,Electric,WEIDENBACH JOHN P HALL,2018,23229,-5.711852661,-0.246
,FY 18,Electric,WEIDENBACH JOHN P HALL,2018,23229,14.73917007,0.635
,FY 18,Electric,INTERCOLLEGIATE SOCCER STADIUM,2018,17382,12.71088,0.731
,FY 18,Electric,CANHAM DONALD B NATATORIUM,2018,77639,-7.078856648,-0.091
,FY 18,Electric,CANHAM DONALD B NATATORIUM,2018,77639,76.91976469,0.991
,FY 18,Electric,ROSS STEPHEN M ACADEMIC CENTER,2018,45356,20.45682837,0.451
,FY 18,Electric,ATH CREW BOATHOUSE FACILITY,2018,7454,1.368185,0.184
,FY 18,Electric,ATH CREW BOATHOUSE FACILITY,2018,7454,0.317093,0.043
,FY 18,Electric,SHEPHERD WOMENS GYMNASTIC,2018,22837,16.94784,0.742
,FY 18,Electric,HARTWIG MARIE DOROTHY ADMINISTRATION BUILDING,2018,14649,5.711852661,0.390
,FY 18,Electric,BAHNA WRESTLING  CENTER,2018,22072,19.8268,0.898
,FY 08,Electric,CRISLER ARENA,2008,377760,119.9489058,0.318
,FY 08,Electric,CRISLER ARENA,2008,377760,0,0.000
,FY 08,Electric,KEEN CLIFFORD P ARENA,2008,38816,12.02682019,0.310
,FY 08,Electric,INDOOR TRACK BUILDING,2008,68102,14.93401128,0.219
,FY 08,Electric,OOSTERBAAN BENNIE FIELD HOUSE,2008,76247,20.22208705,0.265
,FY 08,Electric,SCHEMBECHLER GLENN E HALL,2008,69698,21.07143599,0.302
,FY 08,Electric,SCHEMBECHLER GLENN E HALL,2008,69698,42.14919404,0.605
,FY 08,Electric,FISHER RAY BASEBALL STADIUM,2008,11556,1.75133917,0.152
,FY 08,Electric,HARTWIG MARIE DOROTHY ADMINISTRATION BUILDING,2008,14149,1.23461163,0.087
,FY 08,Electric,RADRICK FARMS GOLF CLUBHOUSE,2008,10715,12.6800536,1.183
,FY 08,Electric,RADRICK FARMS GOLF CLUBHOUSE,2008,10715,2.2035459,0.206
,FY 08,Electric,RADRICK FARMS CARETAKERS HOUSE,2008,2874,16.04413367,5.583
,FY 08,Electric,MICHIGAN STADIUM COMPLEX,2008,153630,14.40664054,0.094
,FY 08,Electric,MICHIGAN STADIUM COMPLEX,2008,153630,22.7313156,0.148
,FY 08,Electric,WEIDENBACH JOHN P HALL,2008,23223,15.15592208,0.653
,FY 08,Electric,SHEPHERD WOMENS GYMNASTIC,2008,22837,13.73157024,0.601
,FY 08,Electric,ROSS STEPHEN M ACADEMIC CENTER,2008,45356,35.00336836,0.772
,FY 08,Electric,CANHAM DONALD B NATATORIUM,2008,77721,114.5086322,1.473
,FY 08,Electric,ATH CREW BOATHOUSE FACILITY,2008,7454,1.421866986,0.191
,FY 08,Electric,TISCH PRESTON ROBERT TENNIS BLDG,2008,88863,46.51414784,0.523
,FY 19,Electric,ALUMNI FIELD,2019,12209,14.76868126,1.210
,FY 19,Electric,GLICK AL FIELD HOUSE,2019,107253,63.60094634,0.593
,FY 19,Electric,SCHEMBECHLER GLENN E HALL,2019,90891,29.18595376,0.321
,FY 19,Electric,SCHEMBECHLER GLENN E HALL,2019,90891,-4.922401597,-0.054
,FY 19,Electric,SCHEMBECHLER GLENN E HALL,2019,90891,-10.98828964,-0.121
,FY 19,Electric,SCHEMBECHLER GLENN E HALL,2019,90891,58.38066908,0.642
,FY 19,Electric,SCHEMBECHLER GLENN E HALL,2019,90891,-21.97987702,-0.242
,FY 19,Electric,SCHEMBECHLER GLENN E HALL,2019,90891,-9.846279664,-0.108
,FY 19,Electric,INDOOR TRACK BUILDING,2019,69183,18.46604575,0.267
,FY 19,Electric,WEIDENBACH JOHN P HALL,2019,23229,17.71587507,0.763
,FY 19,Electric,WEIDENBACH JOHN P HALL,2019,23229,-10.2769404,-0.442
,FY 19,Electric,WEIDENBACH JOHN P HALL,2019,23229,-3.298187042,-0.142
,FY 19,Electric,BAHNA WRESTLING  CENTER,2019,22072,16.2368,0.736
,FY 19,Electric,TISCH PRESTON ROBERT TENNIS BLDG,2019,89026,65.93792,0.741
,FY 19,Electric,INTERCOLLEGIATE SOCCER STADIUM,2019,17382,6.93504,0.399
,FY 19,Electric,ROSS STEPHEN M ACADEMIC CENTER,2019,45356,19.41602617,0.428
,FY 19,Electric,CANHAM DONALD B NATATORIUM,2019,77639,-6.002691575,-0.077
,FY 19,Electric,CANHAM DONALD B NATATORIUM,2019,77639,69.00155633,0.889
,FY 19,Electric,HARTWIG MARIE DOROTHY ADMINISTRATION BUILDING,2019,14649,3.298187042,0.225
,FY 19,Electric,ATH CREW BOATHOUSE FACILITY,2019,7454,1.966992,0.264
,FY 19,Electric,SHEPHERD WOMENS GYMNASTIC,2019,22837,9.46688,0.415
,FY 19,Electric,RADRICK FARMS GOLF CLUBHOUSE,2019,10725,5.398736,0.503
,FY 19,Electric,RADRICK FARMS CARETAKERS HOUSE,2019,2874,1.59616,0.555
,FY 19,Electric,RADRICK FARMS CARETAKERS HOUSE,2019,2874,1.278992,0.445
,FY 19,Electric,MICHIGAN STADIUM COMPLEX,2019,570377,1.97732082,0.003
,FY 19,Electric,MICHIGAN STADIUM COMPLEX,2019,570377,1.689099677,0.003
,FY 19,Electric,MICHIGAN STADIUM COMPLEX,2019,570377,6.167578825,0.011
,FY 19,Electric,MICHIGAN STADIUM COMPLEX,2019,570377,-1.689099677,-0.003
,FY 19,Electric,MICHIGAN STADIUM COMPLEX,2019,570377,304.2731161,0.533
,FY 19,Electric,MICHIGAN STADIUM COMPLEX,2019,570377,-1.97732082,-0.003
,FY 19,Electric,MICHIGAN STADIUM COMPLEX,2019,570377,22.42555001,0.039
,FY 19,Electric,MICHIGAN STADIUM COMPLEX,2019,570377,16.34770875,0.029
,FY 19,Electric,MICHIGAN STADIUM COMPLEX,2019,570377,1.003027262,0.002
,FY 19,Electric,MICHIGAN STADIUM COMPLEX,2019,570377,-1.003027262,-0.002
,FY 19,Electric,MICHIGAN STADIUM COMPLEX,2019,570377,-6.167578825,-0.011
,FY 19,Electric,FISHER RAY BASEBALL STADIUM,2019,30275,28.02464358,0.926
,FY 19,Electric,KEEN CLIFFORD P ARENA,2019,37261,10.2769404,0.276
,FY 19,Electric,OOSTERBAAN BENNIE FIELD HOUSE,2019,89001,32.96816665,0.370
,FY 19,Electric,FIELD HOCKEY COMPLEX,2019,14683,12.54912,0.855
,FY 19,Electric,CRISLER ARENA,2019,264016,41.32304336,0.157
,FY 19,Electric,CRISLER ARENA,2019,264016,75.88173099,0.287
,FY 19,Electric,CRISLER ARENA,2019,264016,2.36672,0.009
,FY 11,Electric,SHEPHERD WOMENS GYMNASTIC,2011,22837,10.03714352,0.440
,FY 11,Electric,HARTWIG MARIE DOROTHY ADMINISTRATION BUILDING,2011,14550,5.538968403,0.381
,FY 11,Electric,MICHIGAN STADIUM COMPLEX,2011,153630,4.240833163,0.028
,FY 11,Electric,MICHIGAN STADIUM COMPLEX,2011,153630,8.481182489,0.055
,FY 11,Electric,MICHIGAN STADIUM COMPLEX,2011,153630,20.58049965,0.134
,FY 11,Electric,MICHIGAN STADIUM COMPLEX,2011,153630,334.8327688,2.179
,FY 11,Electric,FISHER RAY BASEBALL STADIUM,2011,30167,15.39763544,0.510
,FY 11,Electric,ROSS STEPHEN M ACADEMIC CENTER,2011,45356,41.89110965,0.924
,FY 11,Electric,CANHAM DONALD B NATATORIUM,2011,77721,115.5572605,1.487
,FY 11,Electric,WEIDENBACH JOHN P HALL,2011,23223,17.94116766,0.773
,FY 11,Electric,ATH CREW BOATHOUSE FACILITY,2011,7454,2.935562156,0.394
,FY 11,Electric,GLICK AL FIELD HOUSE,2011,105709,37.41948614,0.354
,FY 11,Electric,CRISLER ARENA,2011,201311,22.61938966,0.112
,FY 11,Electric,CRISLER ARENA,2011,201311,83.46191907,0.415
,FY 11,Electric,RADRICK FARMS GOLF CLUBHOUSE,2011,10715,12.24788485,1.143
,FY 11,Electric,RADRICK FARMS CARETAKERS HOUSE,2011,2874,7.503671752,2.611
,FY 11,Electric,OOSTERBAAN BENNIE FIELD HOUSE,2011,78402,11.61838297,0.148
,FY 11,Electric,SCHEMBECHLER GLENN E HALL,2011,77187,25.41165292,0.329
,FY 11,Electric,SCHEMBECHLER GLENN E HALL,2011,77187,50.83093111,0.659
,FY 11,Electric,KEEN CLIFFORD P ARENA,2011,38816,19.70378662,0.508
,FY 11,Electric,BAHNA WRESTLING  CENTER,2011,22072,22.73473472,1.030
,FY 11,Electric,TISCH PRESTON ROBERT TENNIS BLDG,2011,88863,55.74847184,0.627
,FY 11,Electric,INTERCOLLEGIATE SOCCER STADIUM,2011,17368,0.6046472,0.035
,FY 11,Electric,INDOOR TRACK BUILDING,2011,69183,16.25547881,0.235
,FY 06,Electric,MICHIGAN STADIUM COMPLEX,2006,153636,72.0243654,0.469
,FY 06,Electric,MICHIGAN STADIUM COMPLEX,2006,153636,21.19658358,0.138
,FY 06,Electric,KEEN CLIFFORD P ARENA,2006,38816,13.08200728,0.337
,FY 06,Electric,SHEPHERD WOMENS GYMNASTIC,2006,22837,0,0.000
,FY 06,Electric,SHEPHERD WOMENS GYMNASTIC,2006,22837,8.84589472,0.387
